obpm_bpm,4_seas_past_obpm_playoffs,5_seas_past_obpm_playoffs,5_euc_clones_obpm,3_euc_clones_obpm,vorp_regseas,5_cos_clones_obpm,4_euc_clones_obpm,pie_adv,2_euc_clones_obpm,4_cos_clones_obpm,1_pear_clones_obpm,5_pear_clones_obpm,3_seas_past_obpm_playoffs,3_yr_rolling_avg_obpm_playoffs,4_pear_clones_obpm,3_cos_clones_obpm,pass%_drives,fg%_drives,1_euc_clones_obpm,1_seas_past_obpm_playoffs,2_yr_rolling_avg_obpm_playoffs,painttouch pts_shooting_eff,3_pear_clones_obpm,1_cos_clones_obpm,pts%_drives,+/-_trad,avg speed off_speed,3pa_trad,tov%_drives,pull upfg%_shooting_eff,ft%_drives,3pm_trad,fgm_trad,tov_trad,3p%_catch&shoot,mr_fg%_shootingzone,2_pear_clones_obpm,oreb_oreb,ftm_trad,2_cos_clones_obpm,poss_adv,fgm%ast_scoring,to ratio_adv,fga_trad,ftm_drives,3fgm%ast_scoring,ast/to_adv,fg%_pullup,pf%_drives,season,obpm_playoffs,2_yr_roll_obpm_bpm,2_yr_roll_pie_adv,2_yr_roll_vorp_regseas,3_yr_roll_obpm_bpm,3_yr_roll_pie_adv,3_yr_roll_vorp_regseas,4_yr_roll_obpm_bpm,4_yr_roll_pie_adv,4_yr_roll_vorp_regseas,5_yr_roll_obpm_bpm,5_yr_roll_pie_adv,5_yr_roll_vorp_regseas,player
2.0,2.9000000000000004,2.9000000000000004,2.68,3.333333333333333,2.5,-2.56,1.825,15.1,3.75,-2.025,-5.7,-2.56,2.9000000000000004,2.2,-2.025,-2.433333333333333,17.4,50.0,2.5,1.7,2.2,7.2,-2.433333333333333,-5.7,70.9,11.5,4.25,0.4,7.0,35.4,78.6,0.0,12.1,2.2,0.0,43.6,-2.9,2.4,5.8,-3.6,4435,66.0,7.1,23.6,0.1,0.0,1.11,35.7,8.1,2016,3.5,2.75,15.55,2.9000000000000004,2.75,15.55,2.9000000000000004,2.75,15.55,2.9000000000000004,2.75,15.55,2.9000000000000004,LaMarcus Aldridge
0.7,0.55,0.55,1.0799999999999998,1.0333333333333332,1.7,-3.1,1.2999999999999998,12.2,1.65,-3.2,0.2,-2.06,2.7,2.6333333333333333,-1.15,-2.3666666666666667,23.1,48.6,1.6,3.5,2.6,4.8,-1.0333333333333332,-2.3,70.8,6.0,4.16,1.2,4.6,36.1,85.7,0.5,11.0,2.2,40.0,41.2,-0.4,2.4,4.9,-1.65,4533,59.4,6.9,23.1,0.2,95.7,1.42,36.6,10.8,2017,-0.9,2.6,15.35,2.8,2.5,15.4,2.766666666666667,2.5,15.4,2.766666666666667,2.5,15.4,2.766666666666667,LaMarcus Aldridge
4.3,2.7,3.7666666666666666,0.1199999999999999,0.7999999999999999,3.7,-1.7,0.5499999999999999,15.9,0.3999999999999999,-1.35,-1.6,-1.12,1.7,1.4333333333333331,-1.3,-0.5666666666666668,12.4,54.2,1.7,-0.9,1.3,8.3,-1.6,-1.6,87.6,5.7,4.23,1.9,3.8,40.9,83.3,0.5,13.9,2.2,29.6,42.5,-0.35,3.3,6.7,-0.65,4955,51.8,6.3,27.2,0.1,96.3,1.37,41.9,6.7,2018,5.6,1.35,13.649999999999999,2.1,1.9666666666666668,14.299999999999999,2.433333333333333,2.05,14.6,2.5,2.05,14.6,2.5,LaMarcus Aldridge
2.4,1.7,2.7,2.3,2.9666666666666663,2.6,-1.7,3.1,14.3,3.6,-1.35,0.7,-1.0399999999999998,3.5,2.733333333333333,-0.275,-1.4333333333333331,18.4,46.9,5.6,5.6,2.35,8.5,-0.6666666666666666,-2.3,75.0,1.6,4.25,0.8,7.9,39.0,90.0,0.2,12.4,2.6,25.0,44.9,-0.2,3.1,6.3,-1.95,5509,59.2,7.9,23.9,0.1,90.0,1.35,39.4,6.6,2019,2.5,2.5,14.05,2.7,2.3333333333333335,14.399999999999999,2.6333333333333333,2.55,14.7,2.75,2.5,14.86,2.7399999999999998,LaMarcus Aldridge
0.4,0.4,0.4,-0.28,0.0333333333333332,2.3,0.6599999999999999,-0.475,12.7,-0.8,1.4,0.7,1.64,0.4,0.4,1.075,0.5666666666666667,30.6,56.1,-0.1,0.4,0.4,2.1,1.1,0.7,57.6,5.3,4.01,4.6,9.2,39.5,75.9,1.6,8.0,3.9,33.9,34.4,1.65,1.2,2.6,0.35,5355,42.2,13.8,16.2,0.5,79.1,1.71,40.1,5.4,2014,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lance Stephenson
-0.9,-0.9,-0.9,-0.6799999999999999,-0.6333333333333334,0.3,1.0399999999999998,-0.5,9.8,-1.1,0.925,0.5,-0.12,-0.9,0.3,-0.525,-0.1333333333333333,29.7,47.4,-0.2,-0.9,0.3,1.0,-0.8333333333333334,-1.3,57.1,-2.3,4.19,2.8,8.7,39.4,82.7,1.1,8.2,3.4,37.0,37.4,-0.4,0.6,3.1,-0.4,2783,31.6,12.6,17.0,0.6,73.3,1.41,39.9,7.9,2016,2.9,0.4,12.7,2.3,0.4,12.7,2.3,0.4,12.7,2.3,0.4,12.7,2.3,Lance Stephenson
-3.4,-4.7,-4.7,0.4599999999999998,1.5666666666666664,-0.2,0.6199999999999999,1.0499999999999998,8.9,2.55,0.6499999999999999,4.1,0.0199999999999999,0.3,1.6,0.6499999999999999,1.2999999999999998,36.8,53.8,2.2,2.9,1.6,0.4,1.2999999999999998,4.1,44.3,1.5,4.24,2.7,9.4,33.9,75.0,0.8,7.4,3.6,35.7,36.7,3.6,0.3,1.1,3.6,732,44.4,12.4,16.4,0.2,83.3,2.27,33.9,1.9,2017,1.3,-0.25,11.25,1.2999999999999998,-0.25,11.25,1.2999999999999998,-0.25,11.25,1.2999999999999998,-0.25,11.25,1.2999999999999998,Lance Stephenson
-1.5,0.3,-3.4,0.0199999999999999,-0.0333333333333333,0.1,1.9,0.0499999999999999,9.7,0.4499999999999999,1.85,-3.3,2.54,-3.4,1.5,1.6,1.4333333333333331,31.1,48.2,2.9,1.3,2.1,0.6,1.4333333333333331,-3.3,51.9,-2.8,4.23,6.1,6.7,37.7,73.1,1.8,8.0,3.5,31.9,40.7,0.3999999999999999,0.8,2.2,0.3999999999999999,3776,34.3,11.6,18.8,0.5,71.6,1.79,37.8,6.0,2018,-0.3,-2.15,9.350000000000001,0.04999999999999999,-1.3,10.466666666666667,0.7999999999999999,-1.3,10.466666666666667,0.7999999999999999,-1.3,10.466666666666667,0.7999999999999999,Lance Stephenson
-0.3,-0.3,-0.3,-1.3200000000000005,-1.6000000000000003,0.2,0.6000000000000001,-2.2750000000000004,6.3,-2.2,0.3500000000000001,-1.9,-0.3799999999999999,-0.3,-0.3,-0.5499999999999999,0.4333333333333334,47.4,42.1,-1.6,-0.3,-0.3,0.3,0.4333333333333334,4.2,42.2,1.6,5.2,10.2,5.2,39.0,100.0,4.3,6.2,1.2,42.0,32.7,-1.45,0.3,1.9,1.6,3889,88.3,6.0,14.3,0.1,94.6,2.6,39.0,3.7,2019,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Landry Shamet
-1.8,-1.8,-1.8,-2.28,-2.333333333333333,0.0,1.54,-2.375,4.8,-2.35,1.85,0.3,1.1599999999999997,-1.8,-2.9,1.85,1.4333333333333331,35.3,49.0,-0.4,-2.9,-2.9,0.3,2.533333333333333,4.2,55.5,3.9,5.01,9.5,12.6,31.2,93.8,3.6,5.1,1.3,38.3,21.1,1.7,0.1,2.1,2.25,3114,86.1,7.5,12.6,0.3,97.3,2.36,31.2,6.7,2020,-2.5,-0.3,6.3,0.2,-0.3,6.3,0.2,-0.3,6.3,0.2,-0.3,6.3,0.2,Landry Shamet
-1.0,-2.5,-2.5,-2.86,-3.233333333333333,-0.2,0.4600000000000001,-3.475,6.3,-2.7,0.6250000000000001,-1.9,1.12,-2.5,-2.7,0.0,1.4666666666666668,40.4,47.5,-2.5,-2.5,-2.7,0.2,1.1666666666666667,2.3,57.7,1.9,5.03,11.2,5.8,30.7,88.2,4.3,6.3,1.6,42.3,41.9,0.6000000000000001,0.2,2.2,2.7,2972,88.2,7.5,15.3,0.5,98.4,2.06,30.7,10.9,2021,-3.2,-1.05,5.55,0.1,-1.05,5.55,0.1,-1.05,5.55,0.1,-1.05,5.55,0.1,Landry Shamet
-0.9,-1.25,-1.25,-1.9,-3.4333333333333336,0.3,2.28,-2.825,6.9,-3.05,1.7999999999999998,2.3,1.2199999999999998,-2.9,-2.866666666666667,1.5749999999999995,2.3,46.1,37.5,-3.2,-3.2,-2.85,0.2,2.733333333333333,2.3,36.7,4.5,5.02,11.0,7.2,33.3,71.4,4.0,6.3,1.3,39.0,43.5,1.2999999999999998,0.3,2.2,3.95,3045,82.7,6.2,15.9,0.1,95.1,2.63,33.1,3.9,2022,-1.6,-1.4,5.55,-0.1,-1.0333333333333334,5.8,0.0,-1.0333333333333334,5.8,0.0,-1.0333333333333334,5.8,0.0,Landry Shamet
-1.1,-2.9,-1.3,-2.3600000000000003,-1.9333333333333336,0.1,1.06,-2.5250000000000004,7.5,-1.3,1.35,0.3,-0.92,-2.5,-2.4333333333333336,-0.9,0.0666666666666666,41.7,30.8,-1.6,-1.6,-2.4000000000000004,0.3,-1.5,0.3,40.0,2.2,5.06,11.7,3.5,28.7,87.5,4.4,6.7,2.1,40.4,22.6,-0.35,0.4,2.7,0.6,1694,78.8,8.0,17.7,0.4,88.0,2.58,28.7,7.0,2023,-2.9,-0.95,6.6,0.04999999999999999,-1.2333333333333334,6.0,0.033333333333333326,-1.0,6.075,0.075,-1.0,6.075,0.075,Landry Shamet
-0.9,-0.9,-0.9,-1.5599999999999998,-2.266666666666666,0.2,3.06,-1.85,6.3,-3.1,3.8,5.6,4.76,-0.9,-0.9,3.4250000000000003,4.533333333333334,41.2,39.8,-4.3,-0.9,-0.9,0.1,4.533333333333334,5.6,48.8,1.0,4.56,10.4,2.4,41.6,93.8,3.7,6.2,0.7,35.0,44.7,4.9,0.8,2.2,4.9,3650,92.5,3.3,16.1,0.2,98.5,3.54,41.4,4.1,2019,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Langston Galloway
-1.7,-1.7,-1.7,0.6,0.8333333333333334,0.2,4.5,0.275,9.0,2.0,4.55,-5.7,-0.04,-1.7,-1.7,-0.8500000000000001,4.333333333333333,25.0,14.3,3.6,-1.7,-1.7,3.0,-2.2333333333333334,2.0,16.7,6.0,4.38,0.0,16.7,60.0,0.0,0.0,6.0,2.2,0.0,35.5,-4.25,2.1,1.4,2.65,3203,69.1,12.6,11.6,0.0,0.0,1.1,60.0,0.0,2016,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lavoy Allen
7.8,7.8,7.8,4.0,5.466666666666666,7.9,-2.26,4.5,20.0,5.05,-3.05,-8.1,-3.9,7.8,7.8,-4.874999999999999,-4.066666666666666,32.6,61.2,6.1,7.8,7.8,4.8,-5.866666666666666,-8.1,64.4,7.3,4.1,5.4,6.5,36.3,66.1,2.1,13.6,4.8,44.3,38.5,-7.949999999999999,1.1,7.8,-4.9,5634,41.6,11.5,24.0,1.4,53.4,1.81,36.7,11.6,2014,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LeBron James
6.1,6.1,6.1,5.159999999999999,6.266666666666667,5.7,-1.7399999999999998,6.225,17.1,7.4,-3.2,4.1,-0.5,6.1,8.5,-0.2,-4.266666666666667,30.9,50.6,8.5,8.5,8.5,2.2,0.7333333333333333,-1.7,56.8,11.1,4.09,6.9,7.5,37.5,68.0,2.5,12.8,5.6,38.8,37.0,1.1,0.8,7.7,-4.9,4889,34.5,11.9,26.2,1.9,46.7,1.88,37.7,10.8,2015,5.9,7.8,20.0,7.9,7.8,20.0,7.9,7.8,20.0,7.9,7.8,20.0,7.9,LeBron James
7.0,5.3,5.3,4.64,6.9,7.5,-2.64,6.175,18.9,7.2,-2.875,-1.9,-0.7600000000000001,5.3,7.2,-1.3250000000000002,-3.8333333333333335,32.0,50.0,8.5,5.9,7.2,3.9,-1.7666666666666668,-3.0,58.5,11.6,4.07,5.3,5.8,34.2,77.3,1.6,13.8,4.7,33.3,37.5,-2.45,1.5,6.7,-5.55,5344,40.4,10.5,26.5,1.3,59.8,2.06,34.6,8.0,2016,7.4,6.949999999999999,18.55,6.800000000000001,6.949999999999999,18.55,6.800000000000001,6.949999999999999,18.55,6.800000000000001,6.949999999999999,18.55,6.800000000000001,LeBron James
6.4,6.0,6.0,7.1,7.266666666666667,6.7,-2.32,7.300000000000001,18.3,6.65,-3.625,-3.7,-2.74,8.5,7.266666666666667,-2.6,-4.933333333333334,31.6,58.5,7.4,7.4,6.65,3.5,-2.833333333333333,-3.7,60.6,8.5,3.99,6.0,7.3,36.8,65.8,2.2,13.0,5.4,39.3,36.2,-2.75,1.3,6.3,-3.35,5655,37.8,12.1,23.8,1.4,49.2,2.13,37.0,9.5,2017,7.7,6.55,18.0,6.6,6.966666666666666,18.666666666666668,7.033333333333334,6.966666666666666,18.666666666666668,7.033333333333334,6.966666666666666,18.666666666666668,7.033333333333334,LeBron James
7.3,8.5,6.833333333333333,7.38,7.0,8.2,-4.1,7.375,19.1,6.800000000000001,-3.1,-3.7,-2.38,5.9,7.0,-2.225,-3.1333333333333333,26.8,60.0,7.7,7.7,7.550000000000001,3.8,-2.033333333333333,-3.7,70.1,1.7,4.1,6.5,6.4,37.9,74.5,2.4,13.7,5.6,40.6,38.9,-2.75,1.2,6.2,-3.25,6250,31.0,12.0,25.3,1.4,35.6,2.15,38.0,8.0,2018,10.1,6.7,18.6,7.1,6.5,18.099999999999998,6.633333333333333,6.825,18.575,6.95,6.825,18.575,6.95,LeBron James
6.6,7.4,5.9,6.5200000000000005,7.900000000000001,6.1,-3.92,6.300000000000001,19.8,8.9,-4.4,-3.6,-0.8200000000000001,7.7,8.4,-0.9250000000000002,-3.266666666666667,41.9,54.9,7.7,6.475,8.9,2.3,-0.4333333333333335,-3.7,57.1,9.0,4.17,8.7,6.8,33.0,67.2,3.0,13.1,5.3,38.5,34.3,-2.7,1.0,5.4,-3.05,4910,28.9,10.9,26.5,1.3,47.3,2.62,33.0,7.1,2020,7.6,6.85,18.700000000000003,7.449999999999999,6.900000000000001,18.766666666666666,7.466666666666666,6.699999999999999,18.35,7.0249999999999995,6.92,18.68,7.2,LeBron James
5.9,7.7,7.4,7.74,7.066666666666667,3.8,-2.62,7.825000000000001,19.1,7.65,-3.35,-3.6,-3.18,10.1,8.466666666666667,-3.05,-3.8,36.1,60.8,7.7,7.6,8.85,2.3,-3.333333333333333,-4.0,69.2,9.1,3.88,9.1,7.5,38.2,70.2,3.3,13.4,5.3,35.4,36.4,-3.8,0.6,5.7,-3.85,3145,37.4,11.7,26.2,1.3,51.9,2.08,37.6,9.3,2021,6.5,6.949999999999999,19.450000000000003,7.1499999999999995,6.766666666666667,19.066666666666666,7.0,6.825,19.025,7.125,6.68,18.64,6.840000000000001,LeBron James
5.5,5.183333333333334,10.1,7.0200000000000005,7.2,4.0,-2.06,7.300000000000001,17.2,7.1,-2.575,-4.0,-1.92,7.6,8.066666666666666,-2.4,-2.2,34.2,54.5,6.5,5.183333333333334,7.05,4.1,-2.2,-4.0,68.4,5.1,4.07,9.0,6.8,33.0,73.1,2.9,14.5,4.2,34.9,36.4,-1.8,1.2,6.0,-1.8,4207,44.2,9.4,29.0,1.2,62.8,2.11,33.0,8.8,2023,5.5,6.25,19.450000000000003,4.949999999999999,6.599999999999999,19.333333333333336,6.033333333333332,6.550000000000001,19.075000000000003,6.199999999999999,6.640000000000001,19.04,6.459999999999999,LeBron James
0.0,0.0,0.0,-0.98,-0.9333333333333336,0.6,3.18,-0.4750000000000001,9.6,-1.65,2.95,-1.0,0.0199999999999999,0.0,0.0,-0.075,2.8000000000000003,31.9,39.3,-0.1,0.0,0.0,0.6,0.7666666666666666,2.5,48.6,-0.2,4.84,5.5,4.6,32.5,79.2,2.1,8.9,2.2,40.4,36.2,-0.0999999999999999,0.5,2.8,2.75,2045,69.9,7.8,18.9,0.3,88.4,2.25,32.5,5.6,2015,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leandro Barbosa
-1.9,-1.9,-1.9,-1.6,-1.0666666666666669,0.0,2.28,-0.8250000000000001,7.2,-0.25,1.825,3.4,1.58,-1.9,-0.8,2.225,0.9333333333333332,34.1,40.8,-0.8,-0.8,-0.8,0.5,2.7,3.4,46.2,1.8,4.88,4.8,4.0,33.8,75.0,1.7,7.5,2.3,37.9,50.0,2.65,0.5,2.3,2.65,2278,74.9,9.9,16.2,0.2,97.4,1.55,33.8,6.4,2016,1.7,0.0,9.6,0.6,0.0,9.6,0.6,0.0,9.6,0.6,0.0,9.6,0.6,Leandro Barbosa
-0.9,-0.9,-0.9,-0.64,0.4666666666666666,0.2,-0.4800000000000001,-0.5750000000000001,7.4,1.25,-0.675,-1.6,-1.3,-0.9,-0.9,-1.85,-1.6666666666666667,35.4,50.0,0.4,-0.9,-0.9,0.5,-1.6666666666666667,-1.6,67.2,-7.4,4.22,8.9,7.9,35.2,91.7,3.2,8.4,1.6,38.3,39.7,-1.7000000000000002,0.3,3.2,-1.7000000000000002,2810,70.8,6.7,18.8,0.8,92.3,1.39,35.2,10.9,2023,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lonnie Walker IV
0.2,0.2,0.2,0.0199999999999999,-0.6666666666666666,0.5,2.56,-0.45,9.6,-1.25,2.075,2.5,2.56,0.2,0.2,2.075,1.4,38.3,41.4,-2.0,0.2,0.2,0.4,2.4,2.5,48.3,-5.7,4.35,7.9,6.2,33.2,91.1,2.7,6.7,3.1,35.5,32.8,3.3,0.2,5.2,1.8,2928,47.7,10.6,16.8,0.9,63.3,2.28,34.3,9.7,2014,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lou Williams
3.5,3.5,3.5,1.44,1.6666666666666667,2.3,-0.0799999999999999,0.55,11.7,0.8500000000000001,0.375,0.6,-0.0799999999999999,3.5,-2.8,0.275,1.0,33.5,44.4,3.7,-2.8,-2.8,0.3,1.0,0.6,51.9,7.4,4.2,11.1,7.8,36.7,87.5,3.8,9.3,2.5,40.6,43.6,1.25,0.4,8.4,0.55,4039,39.7,7.5,23.0,0.8,56.6,1.62,38.1,7.6,2015,-0.4,0.2,9.6,0.5,0.2,9.6,0.5,0.2,9.6,0.5,0.2,9.6,0.5,Lou Williams
4.6,7.899999999999999,7.899999999999999,0.82,0.6,3.0,-0.1600000000000001,0.0999999999999999,13.3,1.45,0.1749999999999998,4.1,1.4599999999999995,-2.8,-1.6,1.2999999999999998,-0.9000000000000002,24.4,44.7,-0.4,7.899999999999999,-1.6,0.4,1.8666666666666665,4.1,59.1,1.1,4.46,10.5,7.1,36.8,87.3,3.8,10.0,3.8,38.0,36.1,2.35,0.4,9.4,-0.3000000000000002,4260,38.1,10.1,23.4,1.3,60.1,1.49,37.8,9.3,2017,0.0,1.85,10.649999999999999,1.4,1.85,10.649999999999999,1.4,1.85,10.649999999999999,1.4,1.85,10.649999999999999,1.4,Lou Williams
4.3,-0.4,-2.8,1.66,2.0,2.1,0.4999999999999999,2.075,14.7,1.35,0.7249999999999999,-0.4,0.0199999999999999,6.5,-1.0666666666666669,-1.0,0.9666666666666665,30.9,47.2,2.1,6.5,-0.2,0.2,-0.5333333333333333,1.0,67.1,4.5,4.53,6.6,5.4,40.5,86.2,2.4,11.0,4.1,36.8,36.5,-1.3,0.6,9.7,-0.6000000000000001,4399,30.2,9.4,25.9,2.0,58.1,2.22,40.6,8.9,2019,4.0,4.05,12.5,2.65,2.766666666666667,11.533333333333333,1.9333333333333333,2.766666666666667,11.533333333333333,1.9333333333333333,2.766666666666667,11.533333333333333,1.9333333333333333,Lou Williams
2.1,3.466666666666667,-0.4,0.68,1.9666666666666668,1.3,0.5199999999999998,1.475,12.4,1.9,0.5749999999999998,-2.2,1.02,0.0,1.2,1.125,-0.6000000000000001,34.5,46.5,4.0,4.0,2.0,0.3,1.1666666666666663,1.0,58.4,5.0,4.46,7.7,6.5,36.2,81.4,2.7,9.5,4.4,40.9,40.1,-0.3,0.5,7.1,-0.6000000000000001,4095,33.0,11.2,22.9,1.4,64.0,2.01,36.2,8.0,2020,0.7,4.449999999999999,14.0,2.55,4.133333333333334,13.233333333333333,2.466666666666667,3.15,12.325,1.975,3.15,12.325,1.975,Lou Williams
-1.0,0.0,-0.525,-0.18,-0.0666666666666666,-0.2,-1.6,-0.0249999999999999,9.6,0.9,-2.25,-2.2,-0.16,-0.525,1.5666666666666669,-0.45,-2.066666666666667,39.7,43.5,1.6,0.7,2.35,0.2,0.4999999999999998,-2.2,48.9,2.5,4.26,5.7,6.4,37.8,76.0,2.3,8.8,3.6,37.3,33.7,-1.3,0.4,5.0,-1.3,3025,35.5,10.3,21.4,0.6,58.0,2.08,37.9,4.6,2021,0.9,3.2,13.55,1.7000000000000002,3.666666666666666,13.466666666666669,2.1333333333333333,3.625,13.024999999999999,2.175,2.94,12.34,1.8399999999999999,Lou Williams
-3.2,-3.2,-3.2,-0.42,-0.5000000000000001,-0.2,4.9,-1.25,3.9,-1.2000000000000002,5.65,3.1,2.44,-3.2,-3.2,1.75,6.099999999999999,46.6,36.4,-2.7,-3.2,-3.2,1.0,3.1666666666666665,7.7,31.0,6.1,4.44,1.6,8.6,22.2,33.3,0.5,3.7,1.3,32.5,32.3,3.8,1.0,1.2,6.1,2544,91.5,11.4,8.1,0.0,100.0,0.88,22.2,5.2,2016,-4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luc Mbah a Moute
-1.6,-1.6,-1.6,-2.32,-3.5666666666666664,0.8,2.6000000000000005,-2.575,5.6,-3.85,2.4000000000000004,2.6,2.6000000000000005,-1.6,-4.7,2.4000000000000004,4.033333333333334,23.6,48.3,-4.7,-4.7,-4.7,1.1,4.033333333333334,2.1,66.7,7.2,4.41,3.0,10.6,47.1,79.2,1.2,5.3,1.3,38.8,48.1,2.35,0.6,1.6,2.35,3612,84.8,9.2,10.5,0.2,97.7,0.85,47.1,9.8,2017,-0.4,-3.2,3.9,-0.2,-3.2,3.9,-0.2,-3.2,3.9,-0.2,-3.2,3.9,-0.2,Luc Mbah a Moute
-1.6,0.0,0.0,-2.0600000000000005,-3.0333333333333337,0.7,4.44,-2.3750000000000004,6.7,-2.2,5.300000000000001,4.2,4.36,0.0,-2.5500000000000003,3.1750000000000003,4.6000000000000005,30.1,50.6,-0.9,-0.4,-2.5500000000000003,0.9,2.4333333333333336,4.2,54.8,9.4,4.25,5.4,11.8,36.4,71.4,2.0,5.2,2.1,35.0,0.0,2.6,0.4,2.0,3.1500000000000004,3216,85.5,13.4,10.7,0.3,98.4,0.81,40.0,7.5,2018,-5.3,-2.4000000000000004,4.75,0.30000000000000004,-2.4000000000000004,4.75,0.30000000000000004,-2.4000000000000004,4.75,0.30000000000000004,-2.4000000000000004,4.75,0.30000000000000004,Luc Mbah a Moute
-4.1,-4.1,-4.1,-2.68,-3.266666666666667,-0.4,7.0200000000000005,-2.6,3.4,-3.5500000000000003,6.25,6.8,5.959999999999999,-4.1,-4.1,5.175,5.933333333333334,38.5,40.0,-0.9,-4.1,-4.1,0.7,6.9,6.8,53.0,3.2,4.08,5.9,6.8,27.3,100.0,1.8,5.1,1.3,29.5,0.0,7.0,0.8,2.5,6.75,1700,76.7,7.7,12.8,0.4,100.0,1.23,27.3,6.0,2020,-4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luguentz Dort
-2.8,-2.8,-2.8,0.6399999999999999,0.2666666666666666,-0.2,2.78,0.725,11.5,-2.1,3.05,-0.7,1.7,-2.8,-2.8,1.6,2.6333333333333333,16.0,38.6,-1.5,-2.8,-2.8,2.0,0.4000000000000001,3.4,55.6,0.1,4.72,0.3,17.3,42.9,91.7,0.0,9.5,3.9,20.0,44.3,1.35,1.1,3.6,1.35,2756,76.4,13.3,20.3,0.1,100.0,0.75,47.4,8.6,2014,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luis Scola
-0.8,-0.8,-0.8,-0.5200000000000001,0.7999999999999998,0.4,4.76,0.7749999999999999,8.6,-0.8500000000000001,4.875,6.4,4.42,-0.8,-2.1,4.875,5.866666666666667,17.8,38.9,-1.3,-0.8,-2.1,2.0,5.866666666666667,6.4,54.2,-0.8,4.5,4.9,7.6,27.0,80.0,2.0,8.3,2.1,39.6,33.6,6.800000000000001,1.1,1.9,6.800000000000001,3258,69.5,8.8,18.4,0.1,98.5,0.97,28.6,4.2,2016,-5.1,-2.8,11.5,-0.2,-2.8,11.5,-0.2,-2.8,11.5,-0.2,-2.8,11.5,-0.2,Luis Scola
7.4,7.4,7.4,6.42,5.733333333333334,5.4,-1.0399999999999998,6.15,19.4,6.15,-0.6499999999999999,-1.8,-0.4599999999999999,7.4,7.4,-5.551115123125783e-17,-1.2,38.7,56.2,6.0,7.4,7.4,1.6,-0.6000000000000001,-0.4,62.5,5.8,4.51,12.5,6.4,33.5,76.9,4.0,13.4,6.0,28.0,35.1,-1.1,1.3,9.8,-0.65,4328,19.1,11.4,29.0,2.3,24.0,2.07,33.6,7.3,2020,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luka Doncic
6.1,6.1,6.1,6.0,6.366666666666667,5.1,-1.12,6.275,17.9,6.4,-0.6499999999999999,-0.9,-0.76,6.1,6.9,-0.775,-0.7333333333333333,43.1,59.2,6.9,6.9,6.9,0.9,-0.3,-0.9,59.9,3.5,4.35,11.7,6.4,42.2,75.5,4.1,13.8,6.0,34.1,48.6,-0.65,0.8,7.4,0.0499999999999999,4676,13.6,11.7,28.9,2.2,23.4,2.02,42.1,7.3,2021,10.0,7.4,19.4,5.4,7.4,19.4,5.4,7.4,19.4,5.4,7.4,19.4,5.4,Luka Doncic
6.4,5.1,5.1,7.4,7.899999999999999,5.9,-0.5199999999999999,7.675,19.1,8.45,-0.075,0.4,-0.52,5.1,8.45,-0.1999999999999999,0.0333333333333333,43.2,55.5,10.0,10.0,8.45,0.9,0.0333333333333333,-0.9,56.5,3.2,4.2,12.4,7.3,37.5,76.7,4.4,13.9,6.3,32.3,37.7,-0.1499999999999999,0.9,7.9,0.0499999999999999,4604,14.2,11.8,30.5,3.0,21.9,1.95,37.5,8.9,2022,6.8,6.75,18.65,5.25,6.75,18.65,5.25,6.75,18.65,5.25,6.75,18.65,5.25,Luka Doncic
-0.4,-0.4,-0.4,0.2799999999999999,-0.0333333333333333,0.3,0.2599999999999999,0.125,9.0,0.0,-0.275,-4.3,-0.5599999999999999,-0.4,-0.4,-0.7749999999999999,-0.0333333333333333,53.6,45.5,-0.7,-0.4,-0.4,0.5,-1.4333333333333331,0.3,32.7,1.8,4.65,9.2,10.3,41.2,71.4,3.6,7.8,1.9,42.0,43.1,-0.95,0.2,1.7,0.75,2933,66.7,8.0,17.7,0.1,88.7,2.0,41.0,1.1,2019,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luke Kennard
