obpm_bpm,4_seas_past_obpm_playoffs,5_seas_past_obpm_playoffs,5_euc_clones_obpm,3_euc_clones_obpm,vorp_regseas,5_cos_clones_obpm,4_euc_clones_obpm,pie_adv,2_euc_clones_obpm,4_cos_clones_obpm,1_pear_clones_obpm,5_pear_clones_obpm,3_seas_past_obpm_playoffs,3_yr_rolling_avg_obpm_playoffs,4_pear_clones_obpm,3_cos_clones_obpm,pass%_drives,fg%_drives,1_euc_clones_obpm,1_seas_past_obpm_playoffs,2_yr_rolling_avg_obpm_playoffs,painttouch pts_shooting_eff,3_pear_clones_obpm,1_cos_clones_obpm,pts%_drives,+/-_trad,avg speed off_speed,3pa_trad,tov%_drives,pull upfg%_shooting_eff,ft%_drives,3pm_trad,fgm_trad,tov_trad,3p%_catch&shoot,mr_fg%_shootingzone,2_pear_clones_obpm,oreb_oreb,ftm_trad,2_cos_clones_obpm,poss_adv,fgm%ast_scoring,to ratio_adv,fga_trad,ftm_drives,3fgm%ast_scoring,ast/to_adv,fg%_pullup,pf%_drives,season,obpm_playoffs,2_yr_roll_obpm_bpm,2_yr_roll_pie_adv,2_yr_roll_vorp_regseas,3_yr_roll_obpm_bpm,3_yr_roll_pie_adv,3_yr_roll_vorp_regseas,4_yr_roll_obpm_bpm,4_yr_roll_pie_adv,4_yr_roll_vorp_regseas,5_yr_roll_obpm_bpm,5_yr_roll_pie_adv,5_yr_roll_vorp_regseas,player
0.5,0.7,0.7,-3.06,-2.6,0.8,-2.02,-2.2,9.1,-1.5500000000000005,-1.9,-1.8,-1.84,-1.3,0.0,-1.6999999999999995,-1.7333333333333332,28.1,50.3,-4.4,1.3,0.0,1.1,-1.7333333333333332,-1.8,64.2,1.8,4.5,7.6,6.7,42.0,83.9,3.1,8.0,2.1,40.0,47.9,-1.9,0.4,3.5,-1.9,5056,68.8,9.1,16.9,0.7,94.2,1.12,44.1,8.0,2018,-2.7,-0.2,8.2,0.0,-0.2,8.2,0.0,-0.2,8.2,0.0,-0.2,8.2,0.0,Bojan Bogdanovic
1.3,-1.3,1.7,-1.04,-0.2666666666666667,1.7,-1.14,-0.2,11.1,-0.7000000000000001,-1.15,-1.8,-1.28,1.7,-0.9,-1.375,-0.8666666666666667,27.6,51.7,-2.7,-2.7,-0.7000000000000001,1.9,-1.8,-1.6,73.2,3.3,4.39,7.2,7.3,38.7,81.7,3.1,9.8,2.5,44.9,42.5,-1.9,0.4,4.6,-1.25,5334,73.0,9.1,19.7,1.2,92.1,1.2,38.7,10.0,2019,0.4,0.19999999999999998,9.1,0.35000000000000003,0.033333333333333326,8.5,0.26666666666666666,0.033333333333333326,8.5,0.26666666666666666,0.033333333333333326,8.5,0.26666666666666666,Bojan Bogdanovic
0.2,1.3,0.7333333333333334,0.0599999999999999,0.5666666666666667,0.9,-1.28,0.75,9.4,1.5,-1.3,-1.8,-0.44,-2.7,-0.3333333333333333,-0.2,-1.1333333333333333,34.9,46.3,0.8,0.7333333333333334,-1.15,1.0,-0.8666666666666667,0.4,61.3,9.1,4.52,10.0,7.9,36.7,93.1,3.9,8.8,2.8,39.0,35.6,-1.5,0.6,5.1,-0.4999999999999999,4604,65.5,9.8,20.1,1.3,96.1,1.06,36.7,9.4,2021,1.1,0.9,10.100000000000001,1.25,0.5666666666666667,9.766666666666666,0.7999999999999999,0.35,9.15,0.625,0.35,9.15,0.625,Bojan Bogdanovic
1.6,-2.7,1.3,0.64,0.7666666666666666,1.1,-1.2600000000000002,1.125,10.2,0.75,-1.05,-1.6,-0.7200000000000002,0.4,-0.4000000000000001,-1.0000000000000002,-1.0,26.8,50.0,1.1,1.1,0.75,1.6,-1.5333333333333334,-1.6,70.4,5.0,4.39,10.7,9.8,36.2,93.8,4.1,9.6,2.7,38.8,28.8,-1.7000000000000002,0.9,5.1,-0.6000000000000001,4382,71.8,9.2,21.2,1.1,91.7,1.02,36.2,9.6,2022,0.2,0.75,10.25,1.3,0.6666666666666666,9.866666666666667,1.1333333333333335,0.47500000000000003,9.675,0.825,0.32,9.2,0.6799999999999999,Bojan Bogdanovic
0.3,0.3,0.3,-1.1800000000000002,-0.6666666666666666,0.5,0.48,-1.2,9.6,0.3,0.7,-0.9,0.5399999999999999,0.3,0.3,0.7749999999999999,0.6,43.8,37.5,-0.7,0.3,0.3,0.3,0.6,-1.4,37.7,1.5,4.66,13.2,9.8,36.7,89.3,4.8,8.4,3.2,36.7,39.3,-1.15,0.2,3.9,-1.15,2722,54.8,9.6,21.0,0.4,68.7,2.22,37.0,5.1,2022,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bones Hyland
0.4,0.4,0.4,-1.84,-1.0666666666666669,0.3,1.22,-1.6,10.0,-1.0,0.5,-0.9,1.22,0.4,0.9,0.5,0.4666666666666666,38.7,35.9,0.9,0.9,0.9,0.3,0.4666666666666666,-0.9,43.1,-5.8,4.49,14.1,7.3,35.7,88.1,5.2,10.2,3.7,38.3,38.8,0.2,0.4,3.8,0.0499999999999999,2240,44.7,9.5,25.5,0.7,60.7,2.1,35.7,5.9,2023,-4.7,0.3,9.6,0.5,0.3,9.6,0.5,0.3,9.6,0.5,0.3,9.6,0.5,Bones Hyland
0.4,0.4,0.4,1.22,1.9,1.6,1.38,1.575,9.8,2.4,2.05,3.7,1.82,0.4,0.4,1.275,1.4,29.2,55.4,4.1,0.4,0.4,2.2,0.6000000000000001,3.7,53.8,8.0,4.79,2.8,8.8,44.6,75.0,1.1,7.6,3.0,42.9,41.9,0.4500000000000002,0.9,1.7,3.5,3986,64.6,12.6,14.6,0.2,100.0,1.83,44.6,4.2,2014,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boris Diaw
-0.6,-0.6,-0.6,0.6799999999999999,0.8666666666666666,0.8,1.7600000000000002,0.6749999999999999,9.5,1.4,2.075,2.6,0.4600000000000001,-0.6,1.9,2.2,3.2000000000000006,28.2,48.3,1.9,1.9,1.9,1.7,2.7000000000000006,2.6,55.3,7.4,4.67,4.3,7.5,37.3,75.8,1.4,7.4,3.2,31.9,38.1,2.2,1.0,1.8,3.1500000000000004,3935,61.9,12.2,16.1,0.3,96.3,1.85,37.8,6.7,2015,0.9,0.4,9.8,1.6,0.4,9.8,1.6,0.4,9.8,1.6,0.4,9.8,1.6,Boris Diaw
-0.1,-1.1,-1.1,-0.4600000000000001,1.2333333333333332,1.0,1.64,0.2249999999999999,9.9,1.4,1.925,3.3,0.24,-1.1,1.4,0.625,3.0,28.0,51.8,0.9,0.9,1.4,1.5,3.0,3.3,50.3,10.3,4.61,2.4,9.1,31.0,58.8,0.9,7.1,3.4,35.9,35.3,3.5,0.8,2.0,2.65,2828,54.0,14.1,13.5,0.1,96.0,1.81,31.7,6.3,2016,-0.5,-0.09999999999999998,9.65,1.2000000000000002,-0.09999999999999998,9.65,1.2000000000000002,-0.09999999999999998,9.65,1.2000000000000002,-0.09999999999999998,9.65,1.2000000000000002,Boris Diaw
-2.3,-2.55,-2.55,-0.12,-0.5,-0.1,4.7,0.0999999999999999,7.1,-0.4999999999999999,5.05,-3.3,1.14,1.9,0.7666666666666666,0.7749999999999999,4.4,37.4,60.7,0.9,-0.5,0.2,0.9,1.1,2.0,57.8,0.8,4.38,3.2,9.6,32.8,66.7,0.8,5.9,3.5,25.7,31.7,0.6499999999999999,0.7,1.0,3.3,2495,45.2,14.5,13.1,0.1,95.0,1.95,32.8,1.6,2017,-0.1,-0.35,9.7,0.9,-0.09999999999999998,9.733333333333334,1.1333333333333335,-0.09999999999999998,9.733333333333334,1.1333333333333335,-0.09999999999999998,9.733333333333334,1.1333333333333335,Boris Diaw
-1.9,-1.9,-1.9,0.44,-0.0999999999999999,0.5,3.02,0.425,8.6,1.9,3.375,3.5,3.02,-1.9,-1.9,3.375,3.5666666666666664,36.1,38.0,2.1,-1.9,-1.9,0.4,3.133333333333333,3.5,56.6,4.6,4.46,3.5,6.2,33.0,92.2,1.3,5.6,2.6,48.3,37.7,3.3,0.4,4.4,3.3,2888,53.7,11.2,12.5,0.8,89.2,2.36,32.8,11.7,2020,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brad Wanamaker
0.3,0.3,0.3,1.0,0.9666666666666668,1.0,1.0,1.55,9.5,2.1,1.125,1.0,1.8,0.3,0.3,1.125,1.3666666666666665,36.8,39.4,0.5,0.3,0.3,1.0,1.1333333333333333,1.0,41.9,2.2,4.64,6.9,6.6,37.5,77.3,2.8,9.7,2.6,42.4,37.2,1.5,0.8,3.0,1.5,4965,63.6,8.0,23.1,0.5,94.2,1.9,38.1,6.6,2014,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bradley Beal
-0.1,-0.1,-0.1,1.12,2.3000000000000003,1.1,2.44,1.425,9.2,2.5,2.8,1.1,2.44,-0.1,3.3,2.15,3.0666666666666664,30.3,40.8,3.3,3.3,3.3,1.3,2.2,1.1,46.9,4.6,4.8,6.2,7.8,34.8,73.5,2.5,8.7,3.0,41.6,33.9,2.8,0.9,3.1,2.8,4161,64.2,10.0,20.5,0.4,85.8,1.58,36.0,5.3,2015,1.7,0.3,9.5,1.0,0.3,9.5,1.0,0.3,9.5,1.0,0.3,9.5,1.0,Bradley Beal
4.2,3.8,3.8,3.3200000000000003,3.0,3.5,-2.7400000000000007,4.0,11.9,2.65,-2.6000000000000005,-0.4,-0.96,3.3,2.5,-0.925,-3.7000000000000006,28.7,50.8,2.0,3.8,2.5,1.5,-0.6,-4.7,59.8,6.0,4.54,10.0,6.7,45.1,77.7,4.0,11.5,2.8,42.1,47.9,-1.85,0.7,5.1,-2.9000000000000004,5538,59.8,8.3,23.9,0.9,80.7,1.71,45.8,7.3,2017,3.3,0.09999999999999999,9.35,1.05,0.09999999999999999,9.35,1.05,0.09999999999999999,9.35,1.05,0.09999999999999999,9.35,1.05,Bradley Beal
2.9,3.3,4.85,3.6,3.233333333333333,3.1,-2.22,3.55,12.5,2.25,-2.1000000000000005,-0.7,-2.5,1.7,2.766666666666667,-2.375,-3.0333333333333337,29.3,48.8,1.2,3.3,2.5,1.0,-1.6000000000000003,-0.7,55.3,2.9,4.43,8.7,6.9,39.5,77.5,3.3,11.2,3.5,43.0,44.8,-0.55,0.8,4.8,-2.7,6081,48.0,9.7,24.4,0.8,78.4,1.74,40.4,4.7,2018,3.1,2.0500000000000003,10.55,2.3,1.4666666666666668,10.200000000000001,1.8666666666666665,1.4666666666666668,10.200000000000001,1.8666666666666665,1.4666666666666668,10.200000000000001,1.8666666666666665,Bradley Beal
4.8,3.3,5.666666666666666,4.12,7.766666666666667,2.9,-1.58,5.0,14.5,7.0,-0.7999999999999999,-3.0,-0.68,3.1,2.7,-0.675,-0.7666666666666666,28.9,53.5,7.6,5.666666666666666,3.2,2.3,-0.9,0.0,77.3,-0.1,4.59,7.9,5.9,42.0,86.2,2.8,14.2,4.0,38.7,47.4,-0.9,1.2,8.7,-1.5,4713,48.7,9.3,29.3,2.5,72.3,1.42,41.8,9.1,2021,3.9,3.55,12.2,3.3,2.3333333333333335,11.200000000000001,2.566666666666667,1.8250000000000002,10.775,2.175,1.8250000000000002,10.775,2.175,Bradley Beal
3.4,3.4,3.4,0.04,-0.3333333333333333,1.5,-1.7999999999999996,-0.15,13.7,0.25,-2.475,-3.1,-3.06,3.4,3.4,-2.625,-1.7,36.4,72.7,-1.5,3.4,3.4,5.6,-3.333333333333333,-3.1,90.9,5.7,4.05,0.0,4.5,40.0,100.0,0.0,10.4,1.6,0.0,42.3,-3.9,1.8,3.6,-1.8,2144,87.5,7.9,15.4,0.1,0.0,0.89,40.0,9.1,2014,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandan Wright
0.5,0.5,0.5,1.0799999999999998,-0.4000000000000001,1.0,0.5199999999999999,0.7249999999999999,11.0,-0.9,0.175,-1.5,0.5199999999999999,0.5,0.5,0.7749999999999999,0.3999999999999999,26.7,40.3,0.3,0.5,0.5,3.6,-0.1,-1.5,59.6,-4.6,4.48,0.8,6.8,43.2,86.1,0.2,8.8,2.1,31.0,43.6,-1.1,1.7,4.3,0.95,3890,69.8,8.6,17.6,0.4,100.0,1.25,43.2,12.3,2015,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandon Bass
3.1,3.1,3.1,1.26,2.1,2.0,-0.54,1.325,14.1,1.9,-0.5,-1.7,-0.14,3.1,3.1,0.925,0.8000000000000002,23.6,56.9,4.1,3.1,3.1,5.9,0.8000000000000002,-1.7,83.6,6.5,4.72,0.8,4.5,36.0,75.0,0.2,10.7,1.3,22.7,52.9,-0.3999999999999999,2.2,3.1,-0.3999999999999999,2703,70.5,5.5,16.5,0.1,100.0,2.53,36.0,5.5,2022,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandon Clarke
2.6,2.6,2.6,1.6599999999999997,1.2,1.9,-1.34,1.2999999999999998,13.9,0.6499999999999999,-0.925,-0.9,-1.1800000000000002,2.6,2.6,-1.3,-0.1999999999999999,37.7,51.6,0.7,2.6,2.6,1.1,-0.7000000000000001,-0.9,61.4,3.2,4.41,5.9,6.4,43.6,81.5,1.9,11.9,4.0,36.3,46.6,0.0499999999999999,0.6,7.0,0.0499999999999999,3817,48.1,9.6,25.8,1.8,89.2,2.03,43.6,9.4,2022,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandon Ingram
-1.2,-1.2,-1.2,-1.2200000000000002,-1.1333333333333335,-0.2,2.62,-0.7500000000000001,8.9,1.5499999999999998,3.0,2.9,3.22,-1.2,-1.2,3.0,2.5,43.1,37.8,5.1,-1.2,-1.2,0.2,3.1666666666666665,2.9,29.8,-1.7,4.81,6.8,6.6,32.3,67.2,2.1,5.2,3.4,35.8,36.6,3.7,0.4,3.1,2.7,3716,31.3,11.4,14.4,0.5,50.6,3.09,32.6,6.0,2017,-3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandon Jennings
-0.6,-0.6,-0.6,-2.0200000000000005,-2.6,0.3,5.720000000000001,-1.775,7.1,-2.5500000000000003,5.625,5.9,1.88,-0.6,-0.6,1.725,6.833333333333333,27.9,37.9,-0.4,-0.6,-0.6,0.3,2.1,5.9,47.5,-1.4,4.98,7.1,14.8,36.5,75.0,2.9,5.0,1.5,41.7,34.3,2.1500000000000004,0.3,0.8,7.2,2224,92.8,9.1,11.7,0.1,95.4,1.73,36.5,6.6,2016,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandon Rush
1.8,1.8,1.8,1.06,1.6,1.6,0.06,1.25,13.0,3.75,0.075,-1.5,-0.2799999999999999,1.8,1.8,0.2249999999999999,1.0333333333333334,10.8,44.3,5.0,1.8,1.8,7.8,1.0333333333333334,-1.5,82.8,-2.5,3.94,0.2,8.6,36.2,80.8,0.0,12.2,2.5,12.5,43.8,0.3,3.0,5.4,0.5,4142,64.8,8.3,23.8,0.3,100.0,0.48,37.8,14.0,2015,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brook Lopez
0.4,2.5,0.4,0.4999999999999999,0.9666666666666665,2.4,-0.38,0.5249999999999999,8.8,2.3,0.2,0.6,0.9199999999999996,0.4,2.5,1.825,1.1333333333333335,17.5,62.2,6.3,0.4,2.5,1.9,2.9,0.6,94.7,11.5,4.33,10.1,9.4,40.7,86.0,3.7,7.0,1.6,35.7,45.5,2.25,0.4,2.2,-0.3999999999999999,5069,80.8,8.0,15.5,0.5,95.2,1.2,40.7,12.3,2019,0.0,1.8,13.0,1.6,1.8,13.0,1.6,1.8,13.0,1.6,1.8,13.0,1.6,Brook Lopez
-0.4,-1.7999999999999998,2.5,-1.48,-1.0333333333333332,1.9,0.98,-1.225,8.8,-0.7,0.5,0.9,1.1800000000000002,-1.7999999999999998,1.25,1.85,1.1666666666666667,10.5,51.8,0.0,0.0,1.25,3.2,1.6,0.9,98.8,13.0,4.42,8.0,4.7,45.6,83.3,2.5,7.2,1.7,31.5,53.3,0.45,0.9,3.1,0.45,4054,78.1,7.7,16.6,0.4,99.0,1.41,45.6,17.4,2020,1.8,1.1,10.9,2.0,1.1,10.9,2.0,1.1,10.9,2.0,1.1,10.9,2.0,Brook Lopez
0.0,-1.1,-1.1,-0.2399999999999999,0.7333333333333334,0.9,1.48,0.125,8.5,1.1,1.125,0.9,1.1800000000000002,-1.1,1.4333333333333331,1.6,1.6666666666666667,11.3,64.0,1.8,1.8,0.9,4.3,2.1333333333333333,2.6,107.5,7.6,4.33,6.8,7.5,43.8,80.8,2.3,7.8,1.6,33.7,46.8,1.75,1.5,2.9,1.75,4123,77.0,7.9,15.5,0.3,95.8,0.78,43.8,16.3,2021,0.6,0.0,8.8,2.15,0.6,10.200000000000001,1.9666666666666668,0.6,10.200000000000001,1.9666666666666668,0.6,10.200000000000001,1.9666666666666668,Brook Lopez
0.8,0.0,0.1999999999999999,0.62,0.3,2.5,-1.24,0.675,11.1,0.8500000000000001,-0.2250000000000001,0.9,1.1,1.8,0.7999999999999999,0.6749999999999999,-0.7666666666666667,12.1,56.5,0.6,0.1999999999999999,1.2,6.7,-0.0666666666666667,-3.7,93.4,7.8,4.13,7.1,11.0,39.3,78.6,2.7,9.4,2.1,38.1,47.7,1.75,2.0,2.9,-0.4500000000000002,5100,80.9,9.1,17.6,0.1,97.1,0.93,39.3,7.7,2023,1.0,-0.2,8.65,1.4,0.0,8.700000000000001,1.7333333333333334,0.45,9.775,1.7,0.45,9.775,1.7,Brook Lopez
-4.4,-4.4,-4.4,-1.08,-1.1333333333333335,-0.5,7.359999999999999,-0.675,3.7,-1.6,7.425,4.3,5.62,-4.4,-4.4,7.15,7.166666666666667,37.5,39.4,-2.2,-4.4,-4.4,0.9,7.166666666666667,4.3,48.6,-0.1,4.6,3.1,7.9,26.1,74.1,0.8,4.2,1.5,27.7,28.6,5.5,0.7,1.5,5.5,2980,68.0,9.7,10.5,0.3,95.8,1.98,26.1,6.0,2019,-6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bruce Brown
-0.4,-0.4,-0.4,0.04,0.4000000000000001,0.7,3.84,0.15,9.8,-0.6499999999999999,3.5,5.0,1.4400000000000002,-0.4,-6.2,2.9000000000000004,3.433333333333333,39.2,41.7,-0.6,-0.4,-6.2,3.9,3.4333333333333336,5.0,40.8,2.4,4.62,2.0,13.3,37.5,66.7,0.6,7.8,1.8,28.8,28.6,1.8,1.7,2.9,5.85,3016,77.0,8.5,14.0,0.1,100.0,1.93,37.5,5.0,2021,-0.3,-4.4,3.7,-0.5,-4.4,3.7,-0.5,-4.4,3.7,-0.5,-4.4,3.7,-0.5,Bruce Brown
-0.4,3.6,3.6,-0.5800000000000001,-0.3666666666666667,1.2,-0.2999999999999999,-0.175,9.3,-0.25,-0.2749999999999999,3.7,2.34,-6.2,-3.25,1.85,1.6333333333333335,41.2,44.4,-0.2,-0.3,-3.25,2.6,2.9333333333333336,3.7,57.2,-1.2,4.54,2.5,4.8,25.8,88.6,1.0,6.9,1.5,40.7,17.9,3.1500000000000004,1.4,2.6,3.1500000000000004,3690,77.7,7.3,13.7,0.4,97.4,2.64,25.0,9.1,2022,2.1,-2.4000000000000004,6.75,0.09999999999999998,-2.4000000000000004,6.75,0.09999999999999998,-2.4000000000000004,6.75,0.09999999999999998,-2.4000000000000004,6.75,0.09999999999999998,Bruce Brown
-1.1,-6.2,0.8999999999999999,0.2800000000000001,0.8000000000000002,0.9,-3.94,0.4750000000000001,9.0,0.15,-3.775,5.1,2.88,0.8999999999999999,-1.4666666666666668,2.2,-3.0,39.7,44.6,-1.4,2.1,0.9,1.7,3.8333333333333335,-2.7,50.8,0.7,4.37,5.4,7.0,34.4,77.2,1.9,7.6,2.6,37.4,26.9,3.4,0.8,2.5,-2.45,4708,64.5,10.3,15.7,0.6,92.3,2.18,34.4,5.5,2023,-0.3,-0.4,9.55,0.95,-1.7333333333333334,7.6000000000000005,0.4666666666666666,-1.7333333333333334,7.6000000000000005,0.4666666666666666,-1.7333333333333334,7.6000000000000005,0.4666666666666666,Bruce Brown
-3.9,-3.9,-3.9,-6.640000000000001,-5.833333333333333,-0.2,5.220000000000001,-6.275,4.8,-4.15,5.0,4.5,2.5,-3.9,-3.9,2.75,5.366666666666667,20.0,27.3,-4.7,-3.9,-3.9,0.0,3.6666666666666665,8.5,30.0,-8.8,4.72,9.1,10.0,42.5,0.0,2.9,6.2,1.9,32.5,47.1,4.4,0.1,0.9,4.35,581,61.1,8.1,17.0,0.0,76.5,2.09,44.7,0.0,2017,-6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryn Forbes
-2.5,-2.5,-2.5,-0.92,-1.2333333333333334,-0.4,5.359999999999999,-1.625,5.5,-1.55,4.85,-2.5,-1.0000000000000002,-2.5,-6.1,-0.8500000000000002,6.3,26.2,44.0,-3.0,-6.1,-6.1,0.1,-1.9333333333333336,3.8,57.9,3.9,4.74,7.4,2.3,43.6,66.7,2.9,6.7,1.2,39.4,42.1,-1.05,0.2,1.5,5.75,3102,79.4,5.8,16.0,0.2,94.4,2.16,45.9,5.4,2018,-3.2,-3.9,4.8,-0.2,-3.9,4.8,-0.2,-3.9,4.8,-0.2,-3.9,4.8,-0.2,Bryn Forbes
-0.3,1.1,1.1,-0.64,0.0999999999999999,0.5,-0.4000000000000001,0.3,7.7,0.0,-1.1,-2.5,-0.4,1.1,-4.65,-0.025,-0.8333333333333334,33.8,46.2,-0.7,-3.2,-4.65,0.1,-0.8333333333333334,-2.5,58.3,-0.2,4.7,8.7,6.7,42.3,87.5,3.7,7.6,1.7,45.3,47.2,-1.45,0.2,1.5,-1.45,4741,69.3,7.5,16.7,0.3,84.7,2.19,42.5,3.5,2019,-0.2,-3.2,5.15,-0.30000000000000004,-3.2,5.15,-0.30000000000000004,-3.2,5.15,-0.30000000000000004,-3.2,5.15,-0.30000000000000004,Bryn Forbes
0.4,-6.1,2.2,-1.52,-2.433333333333333,0.2,1.28,-1.5499999999999998,7.6,-2.25,0.65,1.6,0.2599999999999999,-3.2,-3.1666666666666665,-0.25,1.4,26.1,53.6,-1.6,2.2,-1.7000000000000002,0.1,0.2,1.6,73.9,3.4,4.82,11.6,6.3,48.6,70.0,5.2,8.5,1.5,46.3,51.9,0.95,0.2,1.6,0.95,2949,85.2,6.9,17.9,0.1,96.8,1.02,48.6,4.5,2021,-0.1,-1.4,6.6,0.04999999999999996,-2.2333333333333334,6.0,-0.03333333333333336,-2.2333333333333334,6.0,-0.03333333333333336,-2.2333333333333334,6.0,-0.03333333333333336,Bryn Forbes
-0.7,-3.2,-6.1,0.5599999999999999,-1.0666666666666669,-0.3,0.82,-0.7250000000000001,7.4,-0.7999999999999999,1.425,1.6,0.82,-0.2,-1.1666666666666667,0.95,1.8,32.8,45.0,-1.4,-0.1,-0.15,0.1,0.7666666666666666,1.6,57.8,0.9,4.77,10.8,8.8,40.1,90.0,4.5,8.5,2.1,41.6,41.9,0.0,0.2,2.9,1.95,2731,83.5,8.0,19.7,0.4,95.9,1.34,40.4,7.4,2022,-0.8,0.05000000000000002,7.65,0.35,-0.7999999999999999,6.933333333333333,0.09999999999999998,-1.575,6.4,0.02499999999999998,-1.575,6.4,0.02499999999999998,Bryn Forbes
-1.1,-1.1,-1.1,-1.72,-1.0666666666666669,1.0,1.7600000000000002,-1.4,9.6,-1.6,1.65,0.8,2.18,-1.1,-1.1,1.65,1.9333333333333331,35.8,35.6,-1.3,-1.1,-1.1,0.8,1.2,3.0,36.5,5.7,4.66,6.0,7.3,40.9,81.8,2.2,6.1,2.5,37.6,45.2,1.65,0.3,2.9,2.75,2400,54.8,11.1,13.9,0.3,83.0,1.78,41.6,8.0,2014,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CJ Watson
-1.3,-1.3,-1.3,-1.62,-1.0666666666666669,0.4,1.62,-1.275,7.9,-1.65,1.05,2.5,0.48,-1.3,-1.3,0.5,1.3,34.7,48.4,-0.1,-1.3,-1.3,0.2,0.5666666666666667,-1.6,46.4,5.9,5.23,7.0,7.7,38.6,64.3,2.8,8.0,2.4,40.2,41.3,0.4499999999999999,0.4,2.6,0.4499999999999999,1990,48.4,9.5,18.3,0.1,85.5,1.33,40.2,3.2,2015,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CJ McCollum
2.3,2.3,2.3,3.52,3.733333333333333,2.3,-1.44,3.575,11.2,3.95,-1.925,1.0,0.56,2.3,0.6,0.6000000000000001,-0.7999999999999999,31.3,44.4,4.5,0.6,0.6,0.4,-0.6999999999999998,-5.3,50.3,2.8,5.03,8.3,6.0,45.0,87.1,3.5,11.3,3.4,43.6,44.6,-2.15,0.6,3.3,-2.15,5691,36.2,9.5,25.1,0.8,72.1,1.74,45.8,4.0,2016,0.6,-1.3,7.9,0.4,-1.3,7.9,0.4,-1.3,7.9,0.4,-1.3,7.9,0.4,CJ McCollum
3.4,7.0,7.0,3.5200000000000005,3.5,2.8,-1.78,3.575,12.5,2.55,-1.3,-4.7,-1.12,7.0,0.6,-1.275,-1.5666666666666669,26.2,48.0,0.6,0.6,0.6,0.7,-1.9333333333333336,-4.7,64.1,1.1,5.02,7.6,6.1,46.7,89.4,3.2,12.0,3.0,42.1,47.7,-2.5500000000000003,0.8,4.7,-2.0,5750,38.9,8.5,25.1,1.2,74.1,1.66,47.8,6.5,2017,1.2,0.4999999999999999,9.55,1.3499999999999999,0.4999999999999999,9.55,1.3499999999999999,0.4999999999999999,9.55,1.3499999999999999,0.4999999999999999,9.55,1.3499999999999999,CJ McCollum
1.8,4.15,4.15,3.14,1.9333333333333331,2.4,-2.28,2.8,10.9,0.8999999999999999,-1.925,-0.4,-1.52,0.6,0.7999999999999999,-2.075,-1.5666666666666669,21.2,43.0,1.2,1.2,0.8999999999999999,0.6,-1.9333333333333336,-4.7,62.7,2.0,4.95,7.9,3.9,41.6,87.5,3.2,11.1,2.5,43.5,42.9,-0.55,0.7,3.5,-2.0,5993,33.3,7.4,25.1,0.9,62.4,1.8,42.8,5.3,2018,3.0,2.8499999999999996,11.85,2.55,1.4666666666666666,10.533333333333333,1.8333333333333333,1.4666666666666666,10.533333333333333,1.8333333333333333,1.4666666666666666,10.533333333333333,1.8333333333333333,CJ McCollum
2.1,0.6,3.1333333333333333,2.24,2.4333333333333336,1.8,-2.8,1.975,10.3,2.1,-2.325,-2.4,-2.08,0.6,1.6,-1.625,-2.8666666666666667,30.5,48.8,3.0,3.0,2.1,0.7,-2.533333333333333,0.7,67.0,7.0,4.89,8.9,4.1,45.7,84.6,3.3,11.4,2.1,39.4,50.2,-1.25,0.9,3.2,-2.3,5020,46.6,6.5,24.8,0.9,73.1,1.95,45.7,5.6,2019,3.4,2.6,11.7,2.5999999999999996,2.5,11.533333333333333,2.4999999999999996,1.55,10.625,1.9749999999999999,1.55,10.625,1.9749999999999999,CJ McCollum
