5_euc_clones_dbpm,5_cos_clones_dbpm,3_euc_clones_dbpm,2_pear_clones_dbpm,1_euc_clones_dbpm,4_cos_clones_dbpm,def_arch,4_euc_clones_dbpm,5_pear_clones_dbpm,opp ptspaint_def,3_cos_clones_dbpm,stl%_def,5_seas_past_dbpm_playoffs,avg drebdistance_reb,opp ptsoff tov_def,3_pear_clones_dbpm,2_euc_clones_dbpm,defws_def,4_seas_past_dbpm_playoffs,1_seas_past_dbpm_playoffs,contesteddreb_reb,2_cos_clones_dbpm,dreb_def,pf_misc,bpm_regseas,6_yr_rolling_avg_dbpm_playoffs,dbpm_bpm,pie_defadv,Unnamed: 0,def rtg_def,gp,%dreb_def,drebchances_reb,drebchance%_reb,4_yr_rolling_avg_dbpm_playoffs,stl_def,dfg%_imp,dist. miles def_speed,poss_defadv,blka_misc,2_seas_past_dbpm_playoffs,4_pear_clones_dbpm,3_yr_rolling_avg_dbpm_playoffs,dreb_reb,dreb%_def,5_yr_rolling_avg_dbpm_playoffs,blk_def,dfga_imp,contesteddreb%_reb,opp ptsfb_def,%blk_def,1_pear_clones_dbpm,1_cos_clones_dbpm,3_seas_past_dbpm_playoffs,min,dfgm_imp,adjusteddreb chance%_reb,opp pts2nd chance_def,2_yr_rolling_avg_dbpm_playoffs,vorp_regseas,player,season,dbpm_playoffs
-0.3,2.16,-0.8666666666666667,3.25,-0.6,1.9,4,-0.275,1.96,50.0,2.533333333333333,20.1,-0.6,8.8,14.9,3.0,-0.4,0.146,-0.6,-0.6,0.6,2.55,4.2,4.3,-2.4,-0.6,-0.6,7.7,451,108.4,79,12.0,4.9,58.0,-0.6,1.4,70.1,1.09,5259,0.9,-0.6,2.7,-0.6,2.8,8.6,-0.6,0.2,2.1,20.2,14.2,4.3,3.3,3.3,-0.6,31.5,1.5,64.0,10.7,-0.6,-0.3,Evan Fournier,2019,-0.5
0.0,1.26,-0.2333333333333333,-0.55,0.8,1.075,4,-0.325,-0.12,46.2,1.5,20.0,-0.4,9.4,12.9,-0.6,0.2,0.132,-0.4,-0.5,0.4,0.5499999999999999,3.5,3.7,1.0,-0.5,-0.4,9.7,452,109.5,66,10.4,4.0,60.5,-0.5,1.6,73.3,1.09,4321,0.7,-0.4,-0.325,-0.5,2.4,7.4,-0.5,0.3,2.2,15.7,10.4,6.7,-0.1,-0.1,-0.4,31.4,1.6,66.5,10.8,-0.5,1.6,Evan Fournier,2020,-0.6
-0.5599999999999999,0.26,-0.5333333333333333,0.6000000000000001,-0.7,0.475,0,-0.5499999999999999,0.22,45.3,0.3,23.3,-0.2,8.9,15.5,0.2,-0.4499999999999999,0.108,-0.2,-0.6,0.6,0.55,4.4,3.6,1.1,-0.55,-0.4,9.8,453,113.0,42,13.0,4.9,61.1,-0.55,1.8,68.0,1.04,2672,1.0,-0.5,0.15,-0.55,3.0,9.4,-0.55,0.7,3.0,19.5,12.6,16.4,1.6,0.0,-0.2,30.0,2.1,67.0,10.6,-0.55,1.0,Evan Fournier,2021,-0.8
0.9200000000000002,0.4,0.2666666666666666,0.75,0.3,0.425,7,0.975,0.9200000000000002,44.8,0.6,14.9,1.6,4.8,15.7,0.7666666666666666,-0.05,0.2019999999999999,1.6,1.6,2.1,0.8,9.6,4.0,1.7,1.6,1.6,12.4,454,109.0,79,29.7,11.0,60.1,1.6,1.1,59.7,1.16,5481,1.1,1.6,1.1,1.6,6.6,20.0,1.6,2.2,7.0,31.7,13.0,43.8,1.6,1.6,1.6,34.4,4.2,66.9,12.3,1.6,2.5,Evan Mobley,2023,0.8
0.0599999999999999,1.7,-0.4000000000000001,1.4500000000000002,-0.2,1.675,1,0.0499999999999999,1.9,40.7,2.2,16.3,-1.2,6.5,18.2,1.0000000000000002,-0.15,0.115,-1.2,-1.2,0.8,1.4500000000000002,6.8,3.8,-3.3,-1.2,-1.2,9.3,455,106.9,81,20.5,7.3,59.6,-1.2,1.3,71.5,1.01,5083,2.1,-1.2,1.6750000000000005,-1.2,4.3,13.4,-1.2,0.1,2.5,19.1,15.1,3.5,2.2,2.2,-1.2,30.3,1.8,65.3,13.8,-1.2,-0.8,Evan Turner,2014,1.8
0.5599999999999999,-0.78,0.4666666666666666,-0.5,0.1,-0.575,2,0.2249999999999999,-0.5199999999999999,47.1,-0.5,22.6,0.8,5.3,16.6,-0.5,0.45,0.146,0.8,1.8,1.0,-0.5,8.2,3.9,-1.0,1.8,0.8,11.0,456,103.7,82,24.4,7.4,62.9,1.8,1.8,65.8,0.9,4583,0.9,0.8,-0.575,1.8,4.7,16.3,1.8,0.4,2.5,21.5,11.4,11.5,-1.1,-1.1,0.8,27.6,1.6,67.9,13.6,1.8,0.6,Evan Turner,2015,0.8
0.8,-0.48,0.7333333333333334,-0.6499999999999999,0.8,-0.1999999999999999,8,0.975,-0.0799999999999999,42.9,0.5333333333333333,19.0,2.9,6.3,15.8,-0.2999999999999999,0.65,0.201,2.9,0.8,0.7,0.95,7.3,2.9,0.0,1.3,0.9,12.0,457,100.5,80,21.9,6.4,67.7,1.3,1.7,65.6,0.9,4763,0.9,1.8,-0.2999999999999999,1.3,4.3,14.5,1.3,0.6,2.4,16.2,10.5,15.1,1.1,1.1,2.9,28.1,1.6,72.4,12.5,1.3,1.1,Evan Turner,2016,0.8
0.4800000000000001,0.32,0.7333333333333334,-1.45,0.8,0.4,2,0.775,-0.9599999999999996,41.7,0.4000000000000001,21.5,0.95,6.6,15.3,-1.7333333333333332,0.35,0.118,0.95,0.8,0.6,-0.0499999999999999,6.2,3.6,-2.5,1.1333333333333335,-0.1,8.8,458,108.8,65,18.7,6.3,52.2,1.1333333333333335,1.6,61.0,0.81,3408,1.1,0.8,-1.3749999999999998,1.1333333333333335,3.3,12.5,1.1333333333333335,0.7,1.6,17.1,12.6,14.3,0.2,-0.3,1.8,25.5,1.0,58.4,13.5,0.8,-0.2,Evan Turner,2017,1.7
-0.4399999999999999,1.7400000000000002,-0.5333333333333333,1.4,-0.1,1.65,1,-0.3749999999999999,0.9,44.5,1.6333333333333335,17.3,0.7666666666666667,5.7,15.4,1.3666666666666665,0.05,0.162,1.8,1.7,0.8,1.95,5.1,3.9,-2.5,1.275,0.4,7.1,459,105.6,79,14.4,5.6,53.5,1.275,1.1,61.5,0.83,4168,0.4,0.8,1.575,1.1,3.0,10.0,1.275,0.7,1.6,26.2,12.2,13.6,1.5,2.2,0.8,25.7,1.0,60.5,12.1,1.25,-0.3,Evan Turner,2018,-0.9
1.02,0.4200000000000001,1.4666666666666668,1.4,0.6,0.6500000000000001,2,1.3,1.1,44.9,0.9666666666666668,18.1,1.8,5.4,14.3,1.7,1.35,0.134,0.8,-0.9,0.6,0.9,8.7,3.3,-1.3,0.8400000000000001,0.5,9.9,460,109.1,73,23.9,6.7,61.8,0.6,1.0,68.9,0.71,3362,0.8,1.7,1.5,0.5333333333333333,4.2,16.7,0.8400000000000001,0.5,1.5,14.8,14.0,12.8,1.0,0.9,0.8,22.0,1.0,67.1,13.7,0.3999999999999999,0.3,Evan Turner,2019,0.6
2.06,-0.8400000000000001,2.4,-1.55,1.0,-0.95,4,2.275,-0.2799999999999999,43.8,-1.0666666666666669,32.0,1.2,10.8,15.5,-0.3,2.15,0.1689999999999999,1.2,1.2,0.3,-1.55,3.8,4.5,-0.6,1.2,1.2,7.4,461,108.8,65,11.3,3.2,68.9,1.2,2.7,69.2,0.78,2940,0.3,1.2,-0.2499999999999999,1.2,2.2,8.1,1.2,0.5,1.4,12.6,11.2,11.6,-0.5,-0.5,1.2,21.9,1.0,73.0,11.1,1.2,0.5,Facundo Campazzo,2021,1.5
0.5,0.96,0.1333333333333333,1.35,0.6,1.0,3,0.125,0.96,45.7,1.2666666666666666,8.4,0.3,3.9,18.6,1.5333333333333332,-0.0499999999999999,0.1989999999999999,0.3,0.3,1.0,1.9,9.0,7.3,-1.8,0.3,0.3,9.1,462,99.8,46,25.9,4.4,51.6,0.3,0.7,59.2,0.37,1051,1.6,0.3,1.2,0.3,2.3,16.5,0.3,4.0,2.2,43.2,15.6,51.9,1.9,1.9,0.3,10.9,1.3,55.9,14.7,0.3,0.0,Festus Ezeli,2015,0.5
0.2199999999999999,-0.18,0.1999999999999999,-0.15,0.1,0.325,6,0.3,-0.4600000000000001,44.8,0.3333333333333333,12.5,0.4,3.8,17.3,0.3333333333333333,0.05,0.254,0.4,0.5,1.6,-0.15,10.2,5.8,-0.1,0.5,0.4,10.5,463,96.8,46,28.7,7.0,53.0,0.5,1.1,54.7,0.59,1626,1.2,0.4,-0.3,0.5,3.7,19.6,0.5,3.1,3.9,43.4,14.5,52.1,1.2,1.2,0.4,16.7,2.2,59.7,10.5,0.5,0.4,Festus Ezeli,2016,-0.7
0.98,0.58,0.7333333333333334,-0.8500000000000001,2.2,0.25,2,0.75,-1.46,39.9,0.1333333333333333,15.9,0.2,5.3,14.6,-0.1666666666666667,0.7000000000000001,0.188,0.2,0.2,1.1,0.65,7.6,3.6,-0.8,0.2,0.2,9.0,464,101.7,81,21.2,6.5,53.3,0.2,1.1,60.5,0.68,3483,1.4,0.2,-0.625,0.2,3.5,15.0,0.2,1.2,2.7,31.2,13.2,23.8,0.5,0.1,0.2,21.1,1.6,57.8,11.6,0.2,0.5,Frank Kaminsky,2016,1.6
2.08,-0.68,2.033333333333333,-0.25,2.0,-0.2,2,2.375,-0.8800000000000001,48.6,0.0333333333333333,15.7,1.6,4.9,14.4,0.0333333333333333,2.3,0.1689999999999999,0.8,0.8,0.9,-0.25,10.3,4.7,1.3,1.6,0.8,10.6,465,108.9,47,28.5,5.6,60.6,1.6,0.9,64.4,0.5,1478,1.4,0.8,-0.625,1.6,3.4,20.8,1.6,1.2,2.9,27.0,13.1,28.8,0.0,0.0,0.8,15.2,1.9,67.9,12.4,1.6,0.6,Frank Kaminsky,2021,5.4
1.82,-0.2799999999999999,1.9,-0.4,1.6,-0.125,1,1.775,-0.28,45.5,-0.4333333333333333,23.3,0.9,9.7,14.3,-0.4333333333333333,2.25,0.263,0.9,0.9,0.2,-0.4,4.7,4.3,-1.9,0.9,0.9,7.3,466,102.3,58,13.8,2.8,63.2,0.9,1.9,67.9,0.41,1416,0.7,0.9,-0.55,0.9,1.8,9.4,0.9,0.5,0.9,13.4,13.1,12.1,-0.6,-0.6,0.9,11.8,0.6,67.7,13.3,0.9,0.0,Frank Ntilikina,2022,2.0
-0.9,0.2799999999999999,-0.3333333333333333,0.1,-1.3,0.05,5,-0.575,1.6653345369377347e-17,43.5,0.0333333333333333,25.4,1.0,8.8,13.3,0.1333333333333333,-0.75,0.226,1.0,1.0,0.4,-0.0499999999999999,5.1,4.2,2.4,1.0,1.0,11.1,467,101.1,76,15.5,4.9,48.8,1.0,2.2,65.5,0.73,3100,1.5,1.0,-0.0249999999999999,1.0,2.4,10.2,1.0,0.6,1.1,15.7,9.3,8.6,0.8,0.8,1.0,20.0,0.7,52.0,13.7,1.0,1.7,Fred VanVleet,2018,-3.0
0.1599999999999999,-0.64,0.3999999999999999,0.15,-1.3,-0.775,1,0.0999999999999999,-0.64,46.7,-0.1666666666666666,19.7,0.1,9.8,15.7,-0.1666666666666666,0.0,0.19,0.1,-3.0,0.4,0.15,4.0,3.0,0.5,-3.0,0.1,9.5,468,105.0,64,11.4,4.2,59.6,-3.0,1.6,75.5,0.98,3663,1.1,0.1,-0.775,-3.0,2.5,7.8,-3.0,0.5,1.7,15.1,12.3,11.3,0.1,0.1,0.1,27.5,1.3,65.5,12.0,-3.0,1.1,Fred VanVleet,2019,0.8
1.08,-0.48,1.1666666666666667,0.3999999999999999,1.3,-0.25,8,0.875,-0.06,39.5,-0.3666666666666667,28.9,0.4999999999999999,9.5,16.0,0.2333333333333333,1.4,0.2019999999999999,0.4999999999999999,0.8,0.5,-0.35,4.6,3.3,2.7,-1.1,1.4,11.6,469,104.3,54,13.0,5.8,60.7,-1.1,2.5,75.3,1.21,4060,1.3,-3.0,0.1249999999999999,-1.1,3.5,8.8,-1.1,0.4,1.7,15.7,12.3,8.9,1.2,-0.5,0.4999999999999999,35.7,1.3,64.7,13.2,-1.1,2.3,Fred VanVleet,2020,1.9
0.72,0.42,0.7333333333333333,-0.4499999999999999,1.3,-0.1249999999999999,4,0.6249999999999999,0.14,45.8,-0.0999999999999999,24.6,0.7,9.5,14.7,-0.0999999999999999,0.95,0.171,-3.0,0.7,0.4,-0.4499999999999999,4.9,3.2,3.6,-0.1,0.5,11.8,470,108.5,65,15.1,6.8,57.1,-0.1,2.2,67.1,1.23,4986,1.0,1.9,-0.0249999999999999,-0.1,3.9,10.0,-0.1,0.7,2.5,11.4,11.7,15.5,0.5,0.5,0.8,37.9,1.7,62.3,13.9,1.35,3.5,Fred VanVleet,2022,0.9
1.22,0.26,0.8333333333333334,-1.55,0.8,-0.0249999999999999,1,1.4,-0.44,45.9,0.1333333333333334,23.7,0.2,8.2,16.9,-1.1666666666666667,0.8500000000000001,0.2269999999999999,0.2,0.2,0.4,-0.1999999999999999,4.3,2.9,-0.1,0.2,0.2,8.9,471,104.3,55,12.8,3.4,61.9,0.2,2.2,75.0,0.68,2243,0.5,0.2,-1.1,0.2,2.1,9.0,0.2,0.4,1.2,19.8,12.4,6.5,-2.6,-2.6,0.2,19.3,0.9,66.2,10.5,0.2,0.5,Furkan Korkmaz,2021,0.6
0.3799999999999999,1.62,0.0999999999999999,1.2,0.6,1.75,0,0.6499999999999999,1.2,46.8,1.4666666666666668,14.0,-1.1,9.2,15.2,1.4666666666666668,-0.35,0.177,-1.1,0.6,0.3,1.2,5.2,2.0,-3.1,0.6,-1.1,7.6,472,108.0,67,15.8,4.4,63.8,0.6,1.1,65.8,0.73,2929,0.6,-1.1,1.225,0.6,2.8,10.4,0.6,0.3,1.2,11.1,14.3,5.7,1.5,1.5,-1.1,21.1,0.8,69.5,15.4,0.6,-0.4,Furkan Korkmaz,2022,1.5
2.0,-0.1599999999999999,1.6666666666666667,-0.4499999999999999,3.1,-0.425,4,1.75,-0.12,41.3,-0.6333333333333333,25.3,0.5,9.5,16.2,-0.1666666666666666,1.65,0.208,0.5,0.5,0.3,-0.4499999999999999,3.2,4.9,-1.4,0.5,0.5,7.0,473,106.0,68,9.6,3.6,52.3,0.5,1.9,77.8,0.8,3232,0.6,0.5,-0.375,0.5,1.9,6.4,0.5,0.4,1.1,17.3,12.5,10.4,0.3,0.3,0.5,23.4,0.8,58.4,13.4,0.5,0.2,Gabe Vincent,2022,1.4
0.3400000000000001,1.4,0.5000000000000001,2.1,0.3,1.175,4,0.7250000000000001,1.42,47.4,1.5333333333333334,21.2,-0.3,10.6,16.1,1.5333333333333334,0.7000000000000001,0.162,-0.3,1.4,0.3,2.1,3.3,4.3,-3.4,1.4,-0.3,5.8,474,111.7,68,10.4,3.3,59.0,1.4,1.7,74.2,0.87,3595,0.5,-0.3,1.175,1.4,2.0,7.1,1.4,0.1,1.4,16.9,12.9,4.9,0.7,0.7,-0.3,25.9,1.1,64.1,12.9,1.4,-0.6,Gabe Vincent,2023,0.4
0.98,1.3,0.9,0.95,1.5,1.05,4,1.0,1.1800000000000002,44.2,1.2666666666666666,20.8,0.5,8.7,17.5,1.2666666666666666,1.05,0.162,0.5,0.5,0.6,1.2,4.5,4.8,-2.8,0.5,0.5,5.2,475,106.8,75,13.2,4.5,58.4,0.5,1.8,67.5,0.96,4210,0.5,0.5,1.05,0.5,2.6,9.2,0.5,0.7,2.2,21.8,15.0,12.9,0.5,0.5,0.5,27.2,1.5,63.5,11.4,0.5,-0.4,Garrett Temple,2019,0.5
-0.4,2.4799999999999995,-0.5666666666666667,2.4000000000000004,0.8,2.675,4,-0.65,2.06,43.2,2.433333333333333,22.5,0.3,8.4,17.0,2.1,0.0,0.1639999999999999,0.3,0.5,0.4,2.5,5.1,2.9,-1.1,0.5,0.3,7.8,476,106.9,62,13.9,5.5,59.2,0.5,1.3,67.8,0.94,3710,0.7,0.3,2.7,0.5,3.3,9.6,0.5,0.8,2.5,13.8,12.0,18.0,2.6,1.5,0.3,27.9,1.7,66.1,12.8,0.5,0.4,Garrett Temple,2020,-1.8
-0.12,1.04,0.2666666666666666,0.75,-0.7,1.3,3,0.225,0.9599999999999996,47.6,2.066666666666667,7.1,-0.9,6.2,16.5,1.5333333333333332,0.0,0.135,-0.9,-0.9,0.6,1.85,5.9,3.7,-1.9,-0.9,-0.9,6.5,477,109.3,42,18.1,3.8,57.9,-0.9,0.5,64.0,0.48,1232,0.1,-0.9,1.2999999999999998,-0.9,2.2,11.6,-0.9,1.8,2.1,27.4,14.4,33.8,2.5,3.1,-0.9,13.5,1.4,62.9,13.5,-0.9,0.0,Gary Clark,2020,1.1
-0.4199999999999999,-0.36,-0.8999999999999999,0.15,-1.3,0.0,0,-0.3249999999999999,-0.26,49.5,-0.1666666666666666,19.9,-0.4,11.2,16.5,-0.1666666666666666,-1.65,0.1889999999999999,-0.4,-0.4,0.4,0.15,3.5,3.3,-1.6,-0.4,-0.4,7.6,478,105.3,57,10.0,3.8,57.8,-0.4,1.6,70.1,0.99,3401,1.2,-0.4,-0.45,-0.4,2.2,7.0,-0.4,0.6,1.4,16.8,13.1,12.9,0.1,0.1,-0.4,28.8,0.9,61.3,11.9,-0.4,0.2,Gary Harris,2019,0.8
0.86,0.52,0.9333333333333332,0.25,0.8,0.625,1,0.85,0.64,48.6,0.8666666666666667,24.6,0.3,9.8,16.0,0.8666666666666667,0.8,0.1689999999999999,0.3,0.8,0.5,0.25,3.8,3.2,-2.5,0.8,0.3,6.2,479,107.1,56,11.3,3.8,69.2,0.8,2.1,69.3,1.07,3623,0.7,0.3,0.625,0.8,2.6,7.7,0.8,0.4,1.3,19.0,12.7,9.3,0.2,0.2,0.3,31.8,0.9,72.5,12.2,0.8,-0.2,Gary Harris,2020,1.0
-1.4200000000000002,2.72,-1.9333333333333331,3.45,-2.9,2.925,1,-1.675,2.84,44.7,2.966666666666667,14.0,-2.3,7.9,19.3,2.766666666666667,-1.2,0.109,-2.3,-2.3,0.3,2.35,3.6,3.0,-3.0,-2.3,-2.3,8.5,480,107.3,51,11.6,3.3,56.4,-2.3,0.8,76.9,0.64,2194,0.6,-2.3,2.625,-2.3,1.9,7.6,-2.3,0.0,1.0,16.0,12.9,0.0,2.7,2.7,-2.3,21.3,0.8,60.5,13.1,-2.3,-0.3,Gary Neal,2014,-4.8
1.2,-0.62,0.7333333333333334,-1.9,0.8,-0.375,4,0.925,-0.76,38.2,0.1,23.5,1.7,8.0,16.0,-1.8666666666666665,0.8,0.256,1.7,1.7,0.5,0.3,4.9,3.4,1.6,1.7,1.7,10.1,485,98.0,76,13.2,6.8,47.0,1.7,1.6,65.2,1.01,4707,0.7,1.7,-1.45,1.7,3.2,8.9,1.7,0.5,1.7,16.6,11.7,8.0,-1.4,-1.4,1.7,32.0,1.1,50.9,12.3,1.7,2.2,George Hill,2014,1.2
0.8799999999999999,-0.28,1.2999999999999998,0.3,1.4,0.05,4,0.9499999999999998,-0.3,40.9,0.1,17.7,0.7,8.2,15.8,0.1333333333333333,1.2999999999999998,0.19,0.7,0.7,0.5,0.85,4.7,2.9,0.7,1.2,0.7,9.4,486,101.5,74,13.8,6.4,52.7,1.2,1.6,69.9,1.11,5126,0.6,1.2,0.025,1.2,3.4,9.3,1.2,0.3,2.0,13.3,11.1,7.1,-1.4,-0.3,0.7,34.1,1.4,56.7,12.6,1.2,1.7,George Hill,2016,1.3
1.42,1.18,1.0666666666666669,1.35,1.2,1.5499999999999998,5,1.4,1.0,40.5,2.033333333333333,23.8,-0.1999999999999999,7.8,14.0,2.033333333333333,0.95,0.242,-0.1999999999999999,1.3,0.6,2.05,4.8,3.8,3.8,1.25,0.8,12.8,487,101.3,49,12.9,6.0,50.2,1.25,1.7,72.7,0.95,2985,0.6,-0.1999999999999999,1.075,1.25,3.0,9.5,1.25,0.4,1.6,21.5,11.4,7.1,0.7,3.4,1.2,31.5,1.1,55.8,10.3,1.25,2.3,George Hill,2017,-1.6
-0.36,0.98,-0.1333333333333333,1.5,-1.7,0.775,1,-0.2249999999999999,1.34,45.7,1.2,21.7,-0.95,8.7,15.8,0.8333333333333334,-0.1999999999999999,0.069,1.2,-1.6,0.4,1.8,3.8,3.5,-0.8,0.3,-0.5,7.9,488,111.8,67,11.6,4.5,52.9,0.3,1.7,71.7,0.88,3633,0.5,1.3,1.425,0.3,2.4,8.1,0.3,0.7,2.1,18.7,12.3,17.9,3.1,3.1,-0.95,27.1,1.5,57.2,12.2,-0.15,0.6,George Hill,2018,-0.6
2.14,-1.26,3.0666666666666664,-2.0,3.0,-1.375,5,2.65,-1.46,41.9,-1.5333333333333332,24.8,1.2,8.4,15.0,-1.6,2.65,0.209,-0.2333333333333334,-0.6,0.3,-2.0,3.9,3.7,-1.4,0.0749999999999999,0.5,7.9,489,103.3,60,10.7,3.8,52.4,0.0749999999999999,1.9,71.2,0.77,2760,0.7,-1.6,-1.7,-0.3,2.0,7.5,0.0749999999999999,0.3,1.2,17.4,11.9,6.2,-2.6,-2.6,1.3,21.7,0.9,55.1,12.1,-1.1,0.2,George Hill,2019,3.1
1.16,0.4,0.9,1.1,0.9,0.2,4,1.025,0.3200000000000001,33.5,0.4333333333333334,24.7,1.0,8.6,16.3,0.9666666666666668,-0.1499999999999999,0.2239999999999999,1.3,3.1,0.5,1.1,4.6,3.0,2.9,0.6799999999999999,1.3,11.7,490,102.1,58,11.9,3.6,62.6,0.55,1.7,65.0,0.74,2779,0.7,-0.6,0.5000000000000001,0.3,2.3,8.6,0.6799999999999999,0.2,1.0,22.6,13.1,3.6,1.4,1.4,-1.6,21.5,0.7,67.0,10.9,1.25,1.6,George Hill,2020,-0.2
0.28,0.3199999999999999,0.5,-0.8,0.6,0.85,1,0.275,-0.1599999999999999,44.4,0.3999999999999999,22.3,1.3,8.4,15.1,-1.1666666666666667,0.3,0.147,-1.6,-0.2,0.2,1.15,3.3,2.3,-1.2,0.5333333333333333,-0.2,8.8,491,110.2,30,9.6,3.3,56.3,0.175,1.7,72.7,0.75,1375,0.9,3.1,-0.0999999999999999,0.7666666666666666,1.9,6.3,0.4,0.4,1.5,11.1,10.5,6.7,-1.1,3.1,-0.6,22.4,1.1,58.4,14.6,1.45,0.1,George Hill,2021,1.6
1.2399999999999998,1.72,1.6,-0.65,3.1,1.7999999999999998,5,1.4,0.4599999999999999,40.6,1.5333333333333332,19.2,-1.6,8.3,13.5,-0.6,1.45,0.272,-0.6,1.6,0.3,0.6,4.4,2.6,-1.6,0.6,0.6,7.3,492,100.8,54,12.1,4.1,57.6,0.975,1.6,78.9,0.81,2652,0.6,-0.2,0.3999999999999999,1.5,2.3,8.4,0.4599999999999999,0.2,1.8,13.7,10.4,5.8,-1.8,0.5,3.1,23.2,1.4,61.9,12.3,0.7000000000000001,0.1,George Hill,2022,-0.7
0.3400000000000001,1.04,1.0666666666666669,0.5499999999999999,0.8,0.925,0,0.7250000000000001,0.38,49.5,1.4,16.1,0.2,6.5,16.3,0.4666666666666666,1.4500000000000002,0.0969999999999999,0.2,0.2,0.3,1.1,6.8,5.1,0.0,0.2,0.2,9.0,493,111.6,59,19.7,3.1,61.3,0.2,0.9,66.7,0.32,1120,1.0,0.2,0.2749999999999999,0.2,1.9,13.5,0.2,0.5,0.7,15.8,10.2,9.2,1.2,3.2,0.2,8.8,0.4,65.5,13.9,0.2,0.3,Georges Niang,2019,2.1
-0.8800000000000001,2.72,-0.5333333333333333,2.2,-0.3,2.35,0,-1.0,2.4200000000000004,47.7,2.2333333333333334,15.1,-0.5,6.4,16.6,1.9666666666666668,-0.5,0.154,-0.5,2.1,0.5,2.35,5.7,3.8,-0.1,2.1,-0.5,8.0,494,108.1,66,17.2,3.4,62.2,2.1,0.9,70.9,0.48,1955,0.5,-0.5,1.975,2.1,2.1,11.7,2.1,0.3,1.2,24.1,10.9,7.4,3.2,1.5,-0.5,14.0,0.8,67.5,12.0,2.1,0.4,Georges Niang,2020,-2.1
-0.82,2.02,-0.9666666666666665,0.4499999999999999,-1.4,2.1,5,-0.5499999999999998,0.7599999999999999,42.7,2.1333333333333333,14.1,-0.6,6.8,15.4,0.8666666666666666,-1.0499999999999998,0.287,-0.6,-2.1,0.6,2.25,6.1,4.7,-0.3,0.0,0.1,7.6,495,100.3,72,16.2,3.8,60.9,0.0,1.0,57.4,0.56,2445,0.4,2.1,1.1,0.0,2.3,11.7,0.0,0.3,0.9,24.3,10.3,7.0,-1.0,0.7,-0.6,16.0,0.5,65.5,12.1,0.0,0.5,Georges Niang,2021,-2.2
-0.0799999999999999,1.9,-0.3999999999999999,0.95,-0.6,1.5499999999999998,1,-0.2249999999999999,1.5399999999999998,44.3,2.233333333333333,12.3,-1.15,7.4,16.6,1.1333333333333333,-0.6499999999999999,0.1639999999999999,-1.15,-2.2,0.5,1.95,5.0,5.3,-1.9,-0.7333333333333334,-1.1,6.6,496,109.0,76,14.4,4.9,55.5,-0.7333333333333334,0.8,67.9,0.79,3575,0.8,-2.1,1.5499999999999998,-0.7333333333333334,2.7,9.7,-0.7333333333333334,0.4,2.1,17.4,15.2,7.3,-0.5,2.4,2.1,22.9,1.4,61.4,12.4,-2.1500000000000004,0.0,Georges Niang,2022,-0.4
-0.9399999999999998,2.72,-0.6,3.85,-0.4,2.8000000000000003,0,-0.825,2.84,47.0,3.1333333333333333,12.6,-1.4333333333333331,6.3,17.5,3.1666666666666665,-0.55,0.168,2.1,-0.4,0.4,3.25,5.2,4.6,-1.4,-0.65,-1.0,7.2,497,111.1,78,16.7,4.4,52.0,-0.65,1.0,72.7,0.66,3180,0.4,-2.2,3.175,-1.566666666666667,2.3,10.9,-0.65,0.4,1.8,16.3,14.2,9.3,3.3,3.3,-2.1,19.4,1.3,58.0,12.9,-1.3,0.2,Georges Niang,2023,-1.7
0.8400000000000001,1.98,0.9666666666666668,-0.6000000000000001,0.2,2.3,5,0.7500000000000001,0.2799999999999999,42.6,2.433333333333333,19.1,-0.9,8.2,15.7,-1.0,0.55,0.174,-0.9,-0.9,0.3,2.4,4.5,4.0,-3.1,-0.9,-0.9,6.0,498,102.9,69,12.3,4.4,54.8,-0.9,1.2,56.8,0.75,3095,0.6,-0.9,-0.275,-0.9,2.4,8.5,-0.9,0.6,1.4,13.8,9.3,10.4,-0.8,1.3,-0.9,22.6,0.8,59.0,13.5,-0.9,-0.4,Gerald Green,2016,0.0
-1.36,2.04,-2.1666666666666665,0.5499999999999999,-3.1,2.35,1,-1.725,1.02,42.0,2.2333333333333334,10.8,-2.0,7.3,14.1,0.8333333333333334,-2.4,0.14,-2.0,0.0,0.3,1.75,6.2,4.4,-3.0,0.0,-2.0,8.1,499,107.3,47,18.4,3.1,63.6,0.0,0.8,75.6,0.39,1101,1.0,-2.0,1.0,0.0,2.0,12.2,0.0,0.6,0.9,13.2,10.4,15.6,1.2,1.5,-2.0,11.4,0.7,70.1,13.4,0.0,-0.1,Gerald Green,2017,-1.2
0.02,1.8,-0.7666666666666666,-0.3,-1.7,1.925,1,-0.2749999999999999,0.3399999999999999,48.1,1.7,16.6,-1.9,6.6,13.6,0.0666666666666667,-1.2,0.203,-1.9,-1.2,0.4,1.4,6.1,4.5,0.3,-0.6,-0.8,8.8,500,102.7,41,17.3,5.5,57.6,-0.6,1.2,69.9,0.76,1929,0.4,0.0,0.075,-0.6,3.2,12.4,-0.6,0.8,2.3,11.0,11.2,15.8,-0.1,2.0,-1.9,22.7,1.6,60.5,13.4,-0.6,0.5,Gerald Green,2018,-0.3
